wallet,block,side,price_usd,size_eth
0xf360c2c99c74b9f8c2a8e717b2739f04cc5023a5,50780979,BUY,2381.57222285,0.0255519440
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50780980,BUY,2381.57811411,0.0095800293
0x8a9dde87eb1f9982e8e79583cb989858516d00b4,50780981,SELL,2378.46424071,0.4002194629
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50780982,BUY,2380.79032620,0.0000540077
0x6aea17b3257ac7758bb51d9feba51722a28ca818,50780984,SELL,2377.75662323,0.9900000000
0xc518d65b3c1685d1e3198aff60045835598f719c,50780984,BUY,2380.08283111,0.6724437390
0xf04a2505afb967a1b4f43304e17994e94bdc13a1,50780984,BUY,2380.22038792,0.1359682816
0xf04a2505afb967a1b4f43304e17994e94bdc13a1,50780984,BUY,2380.27229453,0.1726205132
0x6b63ebbf36a78e0d2161b762e5a5b06dfe5d215c,50780987,BUY,2380.54075693,0.3343234917
0xf04a2505afb967a1b4f43304e17994e94bdc13a1,50780987,BUY,2380.69827138,0.1759018591
0x8bb3e054536e730867eb78151a7ac726d2142182,50780990,BUY,2381.79417913,1.9771042012
0x1bf52ac03d5d4e0a041c7f44778adcc5269dc390,50780991,BUY,2382.81557480,0.0005792513
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50780991,BUY,2382.86150610,0.0306776918
0x29e619b6006a97403990cc7da76bf23cf98aa2fb,50780994,BUY,2383.68760772,2.3161888362
0xc1cb518d9a6804762171b080b817922d52c0f826,50781003,BUY,2382.99324726,0.9235550229
0x20b5d81ab672b49bf06ee0acdfe5978cb096c95d,50781010,BUY,2384.10602723,0.2808363250
0xd8fed2b1a5f6246187d7f91ab02a9fe22c2f96ca,50781011,SELL,2381.76825093,0.0067296665
0x4589c156f47e158bdc1e1b025c6f9e6ba2d27a39,50781011,SELL,2381.41958586,0.0990000000
0x1722ee8d098037c47bfdcdc260e197cb7c0d5b4b,50781013,BUY,2384.01734902,1.2743948454
0x4589c156f47e158bdc1e1b025c6f9e6ba2d27a39,50781019,SELL,2381.20747273,0.4950000000
0xa28669d95a6339da0b0216ae1683ef6f9edc2720,50781030,SELL,2381.12399573,0.0045314927
0x73b24c4328ff37a923b0e33b5dabc1fe457d0f41,50781032,BUY,2383.55230612,0.2757335819
0x824abda7e8bfcf47c543761c50bc7bf6756deda9,50781034,BUY,2383.63893158,0.0001812573
0x2b40229289cc22ccc482d086abb41ec762cc3f5b,50781034,BUY,2383.64066154,0.0000884160
0xe756fc75048de1553453afa4c30cfee0da23940d,50781042,BUY,2383.65307175,0.0000760434
0xe8267a1b9e3062cb9d1b1871dde3658d052b25e7,50781042,BUY,2383.80864727,0.9582149279
0xfe68082a448f17a3d1700957b9f63176cecd334e,50781042,BUY,2383.96958301,0.0003396444
0x2c6a0b50987fddcb2041405ce45cec76fc647bf8,50781054,SELL,2382.68104167,0.1200000000
0xa335fd7f2700898757ec4e763d5f46ac83cf4161,50781070,SELL,2382.60887273,0.9900000000
0xecca0eab42bcdc7823a10d4562c4d918a404948b,50781074,BUY,2385.18645466,0.0872172620
0x51d1f86fcd4c10f671f406a4bcbf0c835e6ff366,50781076,SELL,2382.81621847,0.0012101760
0x2b9d291149c1be243a51957bc505a8a07bfd0a06,50781076,BUY,2385.51036867,1.8469505410
0xf73d1f26577acad64e53c01f593ea7fd0b677b37,50781078,SELL,2383.31065051,0.2475000000
0x8ac93cb6e8469836b4dc23e39be2986719aa3e82,50781081,SELL,2383.43464553,0.0050849865
0x0e061d3f24f64f93a3b091ae17ad07d92dd72eb2,50781083,BUY,2386.31923350,0.1041506595
0xdccbea1434bc64039e3783b9bba5e20a2509df46,50781088,SELL,2384.00524081,0.0097152534
0x4ab6e6ce2c95cf2a1468295bf83d140df4022508,50781088,BUY,2386.72337120,0.1107474239
0x27d83472e3486d03027241b32231631797272e9e,50781089,SELL,2384.35311753,0.0163132661
0xbb0e31d765ee8bd8982d3750e36aaf84d5ff0e9c,50781091,SELL,2384.18265213,0.0059209440
0xc42b4ee0ed5690f977267317e7f604ff1982e5a4,50781093,BUY,2386.56838159,0.0008125625
0xa971283289448b30188cec3f0e60ad92322e4970,50781099,SELL,2383.62073449,1.1906250000
0xd14602c85a25a4e520441c47a97a2c9da63ae1be,50781100,SELL,2383.30384075,0.7017187500
0xa1013b40bffc3f4249b08bccf5604945504eb7e7,50781100,SELL,2383.15110974,0.0020706492
0x2b11cb7b096d25e0adcd438118fe7233a160c0b0,50781104,SELL,2383.06833737,0.4950000000
0x6b29280048f1d870bf79f832941708b715ec71b6,50781114,BUY,2385.43929723,0.0003653122
0x9cbcda12971d2cc0df997c437cf4aa08a3f8a8c0,50781119,BUY,2385.45445816,0.0005968238
0x366fec5ae6343fb18707f4fe01ba496d889cf4f5,50781119,BUY,2385.45579275,0.0001607785
0x8095640e015907710e085b68718c59a6202c4335,50781126,BUY,2385.18525139,0.0005833719
0xfffff93233905118d37f2cb2117dc2aa5ccf861e,50781129,BUY,2385.19006591,0.0000409355
0x7372e84887bd82fd9c0433f981c8a75972a59290,50781139,SELL,2382.95675707,0.3360862528
0x0034a05dca91cb3234ef72456413746b70ca18c3,50781142,BUY,2385.04761169,0.0020919608
0xf8e73aa29adbad279bdaafca4b3b9085acddd95a,50781149,BUY,2385.50356505,2.2382474326
0xdabe43dd061114f1593662f8230acf37d3966721,50781149,BUY,2386.06305622,1.1026602315
